Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-15133-80-6,172.16.0.1,15133,192.168.10.50,80,6,7/7/2017 3:57,6852857,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.502188941,0.583698157,2284285.667,3955629.376,6851853,3,6852857,2284285.667,3955629.376,6851853,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.583698157,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1004.0,0.0,1004,1004,6851853.0,0.0,6851853,6851853,DDoS
192.168.10.16-199.244.48.55-42006-443-6,192.168.10.16,42006,199.244.48.55,443,6,7/7/2017 3:30,125417,29,55,1169,98601,570,0,40.31034483,139.9780859,4344,0,1792.745455,874.6373898,795506.1913,669.7656618,1511.048193,5384.793514,23215,0,125417,4479.178571,8721.979601,23575,89,99847,1849.018519,6008.928729,24179,1,0,0,0,0,936,1768,231.2286213,438.5370404,0,4344,1173.764706,1099.595333,1209109.896,0,0,0,1,0,0,0,0,1,1187.738095,40.31034483,1792.745455,936,0,0,0,0,0,0,29,1169,55,98601,29200,61,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14850-80-6,172.16.0.1,14850,192.168.10.50,80,6,7/7/2017 3:57,4862520,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.169640433,1.028273406,1215630.0,2429270.804,4859536,1,4862520,1215630.0,2429270.804,4859536,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.028273406,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49770-80-6,172.16.0.1,49770,192.168.10.50,80,6,7/7/2017 3:56,1034605,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,23.19725886,3.86620981,344868.3333,596693.8139,1033871,327,1034605,344868.3333,596693.8139,1033871,327,0,0.0,0.0,0,0,0,0,0,0,80,0,3.86620981,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14785-80-6,172.16.0.1,14785,192.168.10.50,80,6,7/7/2017 3:57,6885818,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.35678085,0.726130142,1721454.5,3442243.698,6884820,1,6885818,1721454.5,3442243.698,6884820,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.726130142,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,998.0,0.0,998,998,6884820.0,0.0,6884820,6884820,DDoS
192.168.10.3-192.168.10.5-53-56288-17,192.168.10.5,56288,192.168.10.3,53,17,7/7/2017 3:30,23777,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,6897.421878,168.2298019,7925.666667,13683.50695,23726,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,40,80,84.11490095,84.11490095,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-52127-80-6,172.16.0.1,52127,192.168.10.50,80,6,7/7/2017 3:56,1216054,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,9566.187028,7.400987127,152006.75,429598.6334,1215209,2,735,367.5,447.5985925,684,51,1215997,243199.4,543369.9703,1215209,2,0,0,0,0,72,132,2.466995709,4.933991418,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49779-80-6,172.16.0.1,49779,192.168.10.50,80,6,7/7/2017 3:56,100015,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,239.9640054,39.9940009,33338.33333,57098.58494,99270,273,100015,33338.33333,57098.58494,99270,273,0,0.0,0.0,0,0,0,0,0,0,80,0,39.9940009,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-50099-80-6,172.16.0.1,50099,192.168.10.50,80,6,7/7/2017 3:56,604696,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,19237.76575,13.22978819,86385.14286,227351.477,601968,26,1920,960.0,1320.875467,1894,26,604561,151140.25,300552.7516,601968,161,0,0,0,0,72,112,4.961170572,8.268617619,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14842-80-6,172.16.0.1,14842,192.168.10.50,80,6,7/7/2017 3:57,5800297,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.172148943,0.862024824,1450074.25,2899415.834,5799198,320,5800297,1450074.25,2899415.834,5799198,320,0,0.0,0.0,0,0,0,0,0,0,100,0,0.862024824,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1099.0,0.0,1099,1099,5799198.0,0.0,5799198,5799198,DDoS
192.168.10.16-199.244.48.55-42362-443-6,192.168.10.16,42362,199.244.48.55,443,6,7/7/2017 3:30,143395,40,51,1295,102959,570,0,32.375,119.2477893,4344,0,2018.803922,1001.405133,727040.6918,634.6106907,1593.277778,5509.738302,23312,1,143395,3676.794872,8143.926443,24985,34,120130,2402.6,6641.107908,24084,4,0,0,0,0,1036,1640,278.9497542,355.6609366,0,4344,1133.195652,1242.343463,1543417.28,0,0,0,1,0,0,0,0,1,1145.648352,32.375,2018.803922,1036,0,0,0,0,0,0,40,1295,51,102959,29200,61,25,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14551-80-6,172.16.0.1,14551,192.168.10.50,80,6,7/7/2017 3:57,346296,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,33575.32285,23.10162404,49470.85714,121107.7395,323561,45,22027,11013.5,14193.75442,21050,977,346251,86562.75,158342.5975,323561,187,0,0,0,0,72,112,8.663109017,14.43851503,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14986-80-6,172.16.0.1,14986,192.168.10.50,80,6,7/7/2017 3:57,33531,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,346932.6892,208.7620411,5588.5,12647.35352,31364,2,1905,952.5,1344.209991,1903,2,33478,11159.33333,17519.51898,31364,184,0,0,0,0,72,92,89.46944618,119.2925949,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51832-80-6,172.16.0.1,51832,192.168.10.50,80,6,7/7/2017 3:56,71247308,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,163.7816267,0.182463034,5937275.667,18900000.0,65900000,6,70900000,8859174.0,23100000.0,65900000,48,374516,124838.6667,215664.2328,373866,6,0,0,0,0,192,92,0.126320562,0.056142472,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,4950133.0,0.0,4950133,4950133,65900000.0,0.0,65900000,65900000,DDoS
192.168.10.16-199.244.48.55-42226-443-6,192.168.10.16,42226,199.244.48.55,443,6,7/7/2017 3:30,234766,44,57,1319,102959,570,0,29.97727273,113.8247303,4344,0,1806.298246,914.7553921,444178.4586,430.215619,2347.66,8419.380655,59430,1,234766,5459.674419,15683.39456,92861,48,211809,3782.303571,11948.51942,59808,1,0,0,0,0,1116,1832,187.4206657,242.7949533,0,4344,1022.333333,1120.572576,1255682.898,0,0,0,1,0,0,0,0,1,1032.455446,29.97727273,1806.298246,1116,0,0,0,0,0,0,44,1319,57,102959,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49980-80-6,172.16.0.1,49980,192.168.10.50,80,6,7/7/2017 3:56,1657607,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,14.47870334,2.413117223,552535.6667,956424.8987,1656920,202,1657607,552535.6667,956424.8987,1656920,202,0,0.0,0.0,0,0,0,0,0,0,80,0,2.413117223,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49641-80-6,172.16.0.1,49641,192.168.10.50,80,6,7/7/2017 3:56,28338,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,410508.8574,317.5947491,3542.25,9591.005828,27267,3,943,471.5,662.559054,940,3,28289,5657.8,12086.69027,27267,3,0,0,0,0,72,132,105.8649164,211.7298327,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14374-80-6,172.16.0.1,14374,192.168.10.50,80,6,7/7/2017 3:56,8959790,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.348292761,0.558048794,2239947.5,4478148.367,8957170,144,8959790,2239947.5,4478148.367,8957170,144,0,0.0,0.0,0,0,0,0,0,0,100,0,0.558048794,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2620.0,0.0,2620,2620,8957170.0,0.0,8957170,8957170,DDoS
172.16.0.1-192.168.10.50-52132-80-6,172.16.0.1,52132,192.168.10.50,80,6,7/7/2017 3:56,73105039,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,159.4554925,0.177826319,6092086.583,18900000.0,65700000,2,72300000,10300000.0,24600000.0,65700000,2,798174,199543.5,392711.4251,788576,186,0,0,0,0,172,112,0.109431581,0.068394738,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,889.0,0.0,889,889,36200000.0,41800000.0,65700000,6562795,DDoS
192.168.10.16-199.244.48.55-42238-443-6,192.168.10.16,42238,199.244.48.55,443,6,7/7/2017 3:30,189539,48,64,1337,105841,570,0,27.85416667,109.1083766,2896,0,1653.765625,763.7591398,565466.7377,590.9074122,1707.558559,6628.725672,47291,0,189539,4032.744681,9834.662923,47310,1,166335,2640.238095,8255.735951,47293,1,0,0,0,0,1208,2056,253.2460338,337.6613784,0,2896,948.4778761,994.2992426,988630.9839,0,0,0,1,0,0,0,0,1,956.9464286,27.85416667,1653.765625,1208,0,0,0,0,0,0,48,1337,64,105841,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61982-17,192.168.10.3,61982,192.168.10.1,53,17,7/7/2017 3:30,68909951,2,2,92,171,49,43,46.0,4.242640687,106,65,85.5,28.99137803,3.816575055,0.058046769,23000000.0,39600000.0,68700000,47846,68900000,68900000.0,0.0,68900000,68900000,68700000,68700000.0,0.0,68700000,68700000,0,0,0,0,64,52,0.029023384,0.029023384,43,106,61.2,26.61202736,708.2,0,0,0,0,0,0,0,0,1,76.5,46.0,85.5,64,0,0,0,0,0,0,2,92,2,171,-1,-1,1,32,171802.0,0.0,171802,171802,68700000.0,0.0,68700000,68700000,BENIGN
192.168.10.5-104.97.139.37-55254-443-6,192.168.10.5,55254,104.97.139.37,443,6,7/7/2017 3:30,5939232,6,4,611,164,517,0,101.8333333,204.3050823,152,0,41.0,74.05403433,130.4882517,1.683719377,659914.6667,1829575.595,5535476,49,5939232,1187846.4,2467096.014,5598624,49,379723,126574.3333,118721.3518,236207,482,0,0,0,0,132,92,1.010231626,0.673487751,0,517,70.45454545,154.756818,23949.67273,0,0,0,1,0,0,0,0,0,77.5,101.8333333,41.0,132,0,0,0,0,0,0,6,611,4,164,8192,946,5,20,403707.0,0.0,403707,403707,5535476.0,0.0,5535476,5535476,BENIGN
192.168.10.16-199.244.48.55-42194-443-6,192.168.10.16,42194,199.244.48.55,443,6,7/7/2017 3:30,142424,49,58,1325,108751,570,0,27.04081633,108.0950506,2896,0,1875.017241,852.8988441,772875.3581,751.2778745,1343.622642,5102.0106,23336,1,142383,2966.3125,7370.91441,23621,2,119386,2094.491228,6259.22786,23938,1,0,0,0,0,1264,1864,344.0431388,407.2347357,0,2896,1019.222222,1118.153763,1250267.838,0,0,0,1,0,0,0,0,1,1028.747664,27.04081633,1875.017241,1264,0,0,0,0,0,0,49,1325,58,108751,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-199.244.48.55-42332-443-6,192.168.10.16,42332,199.244.48.55,443,6,7/7/2017 3:30,142803,49,59,1325,104393,570,0,27.04081633,108.0950506,4344,0,1769.372881,848.4535404,740306.5762,756.2866326,1334.607477,5078.708733,23248,1,142725,2973.4375,7403.207413,23902,1,119829,2066.017241,6230.707717,23867,1,0,0,0,0,1264,1896,343.1300463,413.1565863,0,4344,969.8899083,1073.78125,1153006.173,0,0,0,1,0,0,0,0,1,978.8703704,27.04081633,1769.372881,1264,0,0,0,0,0,0,49,1325,59,104393,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.19-53-45188-17,192.168.10.19,45188,192.168.10.3,53,17,7/7/2017 3:30,50937,2,2,94,220,47,47,47.0,0.0,110,110,110.0,0.0,6164.477688,78.52837819,16979.0,29365.1992,50887,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,39.2641891,39.2641891,47,110,72.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,90.25,47.0,110.0,64,0,0,0,0,0,0,2,94,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49770-80-6,172.16.0.1,49770,192.168.10.50,80,6,7/7/2017 3:56,61898,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,187938.2209,129.2448867,8842.571429,22654.39966,60208,3,1431,715.5,874.6910883,1334,97,61836,15459.0,29839.98091,60208,3,0,0,0,0,72,112,48.46683253,80.77805422,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.5-53-54416-17,192.168.10.5,54416,192.168.10.3,53,17,7/7/2017 3:30,50736,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,5124.566383,78.83948281,16912.0,29247.41898,50684,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,40,39.41974141,39.41974141,51,79,62.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,77.75,51.0,79.0,64,0,0,0,0,0,0,2,102,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14516-80-6,172.16.0.1,14516,192.168.10.50,80,6,7/7/2017 3:57,610988,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,19039.65381,13.09354685,87284.0,230391.3011,609762,5,1026,513.0,510.531096,874,152,610906,152726.5,304704.5902,609783,5,0,0,0,0,72,112,4.910080067,8.183466778,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
184.73.199.81-192.168.10.5-443-55224-6,192.168.10.5,55224,184.73.199.81,443,6,7/7/2017 3:30,715532,6,7,1330,600,750,0,221.6666667,327.9162495,414,0,85.71428571,152.6463388,2697.293762,18.16829995,59627.66667,74797.65621,210919,1,656825,131365.0,116997.4031,295035,18800,664256,110709.3333,126902.578,262345,1,0,0,0,0,132,152,8.385369208,9.782930742,0,750,137.8571429,241.41119,58279.36264,0,0,0,1,0,0,0,0,1,148.4615385,221.6666667,85.71428571,132,0,0,0,0,0,0,6,1330,7,600,8192,41,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14932-80-6,172.16.0.1,14932,192.168.10.50,80,6,7/7/2017 3:57,1169008,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,9946.039719,5.987982974,194834.6667,469959.9863,1154067,13,14736,7368.0,9964.54876,14414,322,1168892,389630.6667,662060.6592,1154067,192,0,0,0,0,72,92,2.566278417,3.421704556,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49709-80-6,172.16.0.1,49709,192.168.10.50,80,6,7/7/2017 3:56,9153672,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.621898622,0.436983104,3051224.0,5284251.455,9152952,319,9153672,3051224.0,5284251.455,9152952,319,0,0.0,0.0,0,0,0,0,0,0,80,0,0.436983104,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,720.0,0.0,720,720,9152952.0,0.0,9152952,9152952,DDoS
172.16.0.1-192.168.10.50-14970-80-6,172.16.0.1,14970,192.168.10.50,80,6,7/7/2017 3:57,37614,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,309273.143,186.1009199,6269.0,14861.64376,36600,6,907,453.5,502.7529214,809,98,37554,12518.0,20860.94159,36600,6,0,0,0,0,72,92,79.75753709,106.3433828,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-52120-80-6,172.16.0.1,52120,192.168.10.50,80,6,7/7/2017 3:56,74141891,8,6,56,11601,20,0,7.0,5.656854249,5840,0,1933.5,2189.772933,157.2255555,0.188827123,5703222.385,18100000.0,65500000,46,73100000,10400000.0,24500000.0,65500000,54,1007884,201576.8,448511.311,1003894,46,0,0,0,0,172,132,0.107901213,0.08092591,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1871.0,0.0,1871,1871,36600000.0,41000000.0,65500000,7591950,DDoS
172.16.0.1-192.168.10.50-14113-80-6,172.16.0.1,14113,192.168.10.50,80,6,7/7/2017 3:56,905592,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12845.74069,8.8340003,129370.2857,341876.4369,904673,4,696,348.0,486.4894655,692,4,905545,226386.25,452191.267,904673,4,0,0,0,0,72,112,3.312750113,5.521250188,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14637-80-6,172.16.0.1,14637,192.168.10.50,80,6,7/7/2017 3:57,650262,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,17880.4851,12.30273336,92894.57143,235774.0767,627256,3,22344,11172.0,15573.31975,22184,160,650259,162564.75,309970.1821,627256,182,0,0,0,0,72,112,4.61352501,7.68920835,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14394-80-6,172.16.0.1,14394,192.168.10.50,80,6,7/7/2017 3:56,961967,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,12086.6932,9.355830294,120245.875,336678.4807,953454,17,8098,4049.0,5702.109083,8081,17,961934,192386.8,425463.9362,953454,47,0,0,0,0,72,132,3.118610098,6.237220196,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
149.174.66.131-192.168.10.5-443-55214-6,192.168.10.5,55214,149.174.66.131,443,6,7/7/2017 3:30,118643745,21,19,1580,4014,885,0,75.23809524,203.2626146,1460,0,211.2631579,467.6539369,47.14955685,0.337143774,3042147.308,4482492.478,10000000,2,119000000,5932187.25,4813084.195,10100000,3,114000000,6349070.333,4869880.566,10100000,2,0,0,0,0,432,392,0.177000482,0.160143293,0,1460,136.4390244,352.36927,124164.1024,0,0,0,1,0,0,0,0,0,139.85,75.23809524,211.2631579,432,0,0,0,0,0,0,21,1580,19,4014,8192,5120,20,20,387317.0,974721.4696,3326212,93075,10000000.0,4758.700596,10000000,9997387,BENIGN
192.168.10.16-199.244.48.55-42198-443-6,192.168.10.16,42198,199.244.48.55,443,6,7/7/2017 3:30,142675,49,63,1331,110185,570,0,27.16326531,108.0671757,4344,0,1748.968254,824.4211062,781608.5509,785.0008761,1285.36036,4967.096442,23272,1,142650,2971.875,7359.174794,23978,1,119753,1931.5,6002.316336,23959,1,0,0,0,0,1252,2024,343.4378833,441.5629928,0,4344,986.8672566,1058.110053,1119596.884,0,0,0,1,0,0,0,0,1,995.6785714,27.16326531,1748.968254,1252,0,0,0,0,0,0,49,1331,63,110185,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-50001-80-6,172.16.0.1,50001,192.168.10.50,80,6,7/7/2017 3:56,44877,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,259219.6448,155.9819061,7479.5,17838.78253,43890,4,871,435.5,327.3904397,667,204,44826,14942.0,25073.99697,43890,4,0,0,0,0,72,92,66.84938833,89.13251777,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-60516-17,192.168.10.3,60516,192.168.10.1,53,17,7/7/2017 3:30,76320,1,1,48,64,48,48,48.0,0.0,64,64,64.0,0.0,1467.505241,26.20545073,76320.0,0.0,76320,76320,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13.10272537,13.10272537,48,64,53.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,80.0,48.0,64.0,20,0,0,0,0,0,0,1,48,1,64,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51975-80-6,172.16.0.1,51975,192.168.10.50,80,6,7/7/2017 3:56,127459,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,91268.56479,62.76528138,18208.42857,47797.35788,126602,5,668,334.0,354.9676042,585,83,127380,31845.0,63172.02547,126602,5,0,0,0,0,72,112,23.53698052,39.22830087,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.5-104.97.125.160-55144-443-6,192.168.10.5,55144,104.97.125.160,443,6,7/7/2017 3:30,2303889,11,8,561,5359,188,0,51.0,74.95732119,1460,0,669.875,654.7288288,2569.568239,8.246925091,127993.8333,296521.8886,1197851,4,2303889,230388.9,375174.4459,1197851,4,2176308,310901.1429,484838.3133,1306832,156,0,0,0,0,232,172,4.774535579,3.472389512,0,1460,296.0,509.0251777,259106.6316,0,0,0,1,0,0,0,0,0,311.5789474,51.0,669.875,232,0,0,0,0,0,0,11,561,8,5359,8192,980,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
